index;Regon;Typ;Nazwa;Województwo;Powiat;Gmina;Kod Pocztowy;Miasto;Ulica;Informacja u usniętym wpisie
1741;932825041;P;ZASADNICZA SZKOŁA ZAWODOWA NR 7;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 50;wpis wykreślony
1742;020417925;P;SZKOŁA POLICEALNA NR 3;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 50;wpis wykreślony
1743;022007083;P;"GIMNAZJUM SPORTOWE ""GIMBASKET""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 50;wpis wykreślony
1744;022368480;F;Wioleta Stadnik Letissia;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 47 lok. 70;wpis wykreślony
1745;021902485;P;KIOOIK SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W LIKWIDACJI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 18 lok. 5;wpis wykreślony
1746;532272488;F;KAMIENIARSTWO MAREK TOMCZYSZYN;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 41 lok. 7;wpis wykreślony
1747;022464805;F;MONIKA DOLIK;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 19 lok. 2;wpis wykreślony
1748;933043145;F;TOMASZ ROZPĘDOWSKI TELSEC PROJEKT;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 25 lok. 4;wpis wykreślony
1749;930734334;F;ALINA GREDKA BADANIE SPRAWOZDAŃ FINANSOWYCH;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 8 lok. 24;wpis wykreślony
1750;02126667000032;LF;ŁUKASZ BOCZARSKI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-307;Wrocław;ul. Drukarska 36;wpis wykreślony
1751;361078554;F;Scroll Łukasz Rataj;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 26 lok. 22;wpis wykreślony
1752;021476893;F;KLICH TOMASZ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 39 lok. 14;wpis wykreślony
1753;362921691;P;KREATOR GIMNAZJUM DLA DOROSŁYCH;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 50;wpis wykreślony
1754;36604524600016;LF;OPES Kamila Strzałkowska;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 38;wpis wykreślony
1755;364253762;P;AD MAGDALENA STRASZYŃSKA, BEATA SENGER-WILANOWSKA S.C.;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 32;wpis wykreślony
1756;005926340;P;"PRZEDSIĘBIORSTWO PRODUKCYJNE HANDLOWO-USŁUGOWE ""TRABENKT"" SP.Z O.O.";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 26 A/30;wpis wykreślony
1757;008088767;P;"BIURO PODRÓŻY ""PANORAMA"" SP.Z O.O.";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 26A lok. 17;wpis wykreślony
1758;366702129;F;Pro Advis KLAUDIA PESTKA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 28 lok. 5;wpis wykreślony
1759;930178778;P;"PRZEDS.USŁUGOWO-HANDLOWE ""EUROPA"" SP.Z O.O.";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 37 lok. 6;wpis wykreślony
1760;931120700;P;"PRZEDSIĘBIORSTWO USŁUGOWO-HANDLOWE ""SOPEX"" SPÓŁKA Z O.O.";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 45/79;wpis wykreślony
1761;931582501;P;"""EXA-INDUSTRIEBEDARF"" SP.Z O.O.";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 5A lok. 3;wpis wykreślony
1762;02086400900020;LF;RESTAPART MAGDALENA STRASZYŃSKA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 32;wpis wykreślony
1763;022504597;F;"Marzena Kołacz ""LUCKY - TARGET s.c.""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 35 lok. 38;wpis wykreślony
1764;36279544700017;LF;DOBRA KARMA DOROTA ZIĘTAL;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 50;wpis wykreślony
1765;022503250;P;"""LUCKY-TARGET S.C.""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 35 lok. 38;wpis wykreślony
1766;27659084900078;LF;"MĄCZKA GRAŻYNA ""ŚWIAT KUCHNI""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 8A;wpis wykreślony
1767;360802841;F;WALDEMAR BINCZAROWSKI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 15 lok. 3;wpis wykreślony
1768;362921640;P;KREATOR LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 50;wpis wykreślony
1769;02173140500022;LF;SENGER-WILANOWSKA BEATA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 32;wpis wykreślony
1770;930019070;F;MARTYNA DEBIS;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 41 lok. 58;wpis wykreślony
1771;021622018;P;KANTOR WYMIANY WALUT FOREX ZIELIŃSKI KUCHAREK-SPÓLKA CYWILNA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 34;wpis wykreślony
1772;361837451;F;Grzegorz Szura;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 31 lok. 15;wpis wykreślony
1773;381338301;F;FIRMA HANDLOWA ANRE PIOTR GOLEC;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 35 lok. 65;wpis wykreślony
1774;932234707;F;"FIRMA HANDLOWA ""PSOTA"" ROMAN WYSOCKI";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 38;wpis wykreślony
1775;021266670;F;ŁUKASZ BOCZARSKI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 36;wpis wykreślony
1776;02062093900031;LF;Fuzja Jakub Dymek;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 36;wpis wykreślony
1777;021244020;F;MIROSŁAW NOGAJ PREPRESS-NOGAJ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 7A lok. 9;wpis wykreślony
1778;021809219;F;MAGDALENA BARSKA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 18 lok. 3;wpis wykreślony
1779;02143282600030;LF;KATARZYNA KRATSCH GABINET PSYCHOTERAPII PSYCHOANALITYCZNEJ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 24 lok. 6;wpis wykreślony
1780;364301604;P;KREATOR NIEPUBLICZNA PLACÓWKA KSZTAŁCENIA USTAWICZNEGO;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 50;wpis wykreślony
1781;93020572000030;LF;ROBERT KUDŁATY RED-PROM;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 47A;wpis wykreślony
1782;005930577;F;IMPORT EKSPORT SKUP I SPRZEDAŻ MAZUR LONGINA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 31/90;wpis wykreślony
1783;005934351;F;HANDEL OBWOZNY ART.SPOŻ. I PRZEM. GZIK TERESA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 10 A;wpis wykreślony
1784;005934730;F;SPRZEDAŻ OBWOZNA GZIK ROBERT;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 10A lok. 8;wpis wykreślony
1785;005964620;F;ZAKŁAD OGÓLNOBUDOWLANY KOZAK ZBIGNIEW;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 26A lok. 13;wpis wykreślony
1786;006016692;F;"""A I B"" ZAKŁAD USŁUG TECH.-ARCHITEKTURA,INWEST.-BUDOW. LUDWIN MARIA";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 22 lok. 9;wpis wykreślony
1787;930119296;F;GRABSKI DAMIAN;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 12 lok. 10;wpis wykreślony
1788;930147000;F;STAŃKO ZDZISŁAWA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 39 lok. 32;wpis wykreślony
1789;930324754;F;"""BIJOUX YANTAR"" KRZYSZTANOWICZ LESZEK";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 47 lok. 11;wpis wykreślony
1790;930506001;F;IMPORT-EKSPORT HANDEL HURT.DETAL.ART.SPOŻ.I PRZEM. BIZIOR ANDRZEJ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 31/87;wpis wykreślony
1791;930532850;F;HANDEL OBWOŹNY ARTYKUŁAMI SPOŻYWCZYMI DZIEDZINA STANISŁAWA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 47 lok. 5;wpis wykreślony
1792;930609132;F;HANDEL OBWOŹNY ART.SPOŻYWCZYMI I PRZEMYSŁOWYMI NOWAK JANINA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 31/87;wpis wykreślony
1793;930811721;F;LISEK-PIETRZYK CECYLIA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 37/83;wpis wykreślony
1794;930850968;F;"""CARMEN"" BERNACKA JOLANTA";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 31/63;wpis wykreślony
1795;930905238;F;"""HANDEL HURTOWY"" ZAKLIŃSKI ROBERT";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 7 lok. 2;wpis wykreślony
1796;930933507;F;"""MADO"" MATARRELLI SIMEONE";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 26 lok. 13;wpis wykreślony
1797;930965016;F;"""CARMEN"" PIOTROWSKA IRENA";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 45 lok. 1;wpis wykreślony
1798;931094724;F;"""FAW"" FURMANEK WOJCIECH";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 3 lok. 2;wpis wykreślony
1799;931137942;F;"""AXXER"" KOZIEŁ ARKADIUSZ";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 39 lok. 45;wpis wykreślony
1800;931155070;F;"TADEK ARKADIUSZ ""ALFA-TRADE"" P.H.U.";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 43 lok. 19;wpis wykreślony
1801;931618713;F;WESOŁOWSKA DANUTA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 14 lok. 7;wpis wykreślony
1802;931621081;F;"""ANPOL"" PRZEDSIĘBIORSTWO USŁUGOWE PAWLAK BOŻENA";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 8 lok. 24;wpis wykreślony
1803;931936011;F;"""PINDEL"" PISARSKI WOJCIECH";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 12 lok. 8;wpis wykreślony
1804;932634921;F;MORAWSKA JANINA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 31 lok. 53;wpis wykreślony
1805;932641105;F;"CHOŁUJ HONORATA ""GRILL BAR""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 47A;wpis wykreślony
1806;932701860;F;"""MODNY CIUSZEK"" F.H.U. BIEDRZYŃSKA BOŻENA";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 38;wpis wykreślony
1807;932712450;F;"""PREFEKT-INKASSO"" ŁOPOSZKO TADEUSZ";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 31 lok. 15;wpis wykreślony
1808;932939454;F;"""TALIA""-PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE DĄBROWSKA AGNIESZKA";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 45 lok. 79;wpis wykreślony
1809;930649284;F;ARTUR ZABŁOCKI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 33 lok. 9;wpis wykreślony
1810;362921662;P;KREATOR POLICEALNA SZKOŁA KSZTAŁCENIA ZAWODOWEGO;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 50;wpis wykreślony
1811;368272791;F;Dawid Goncerz;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 31 lok. 57;wpis wykreślony
1812;02200139900028;LF;SZKOLENIOWE STUDIO EWA CHOROSTECKA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 38;wpis wykreślony
1813;931886483;F;EVENT BRANDDESING GRAŻYNA MĘŻYK;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 26A lok. 10;wpis wykreślony
1814;93188648300043;LF;EVENT BRANDDESING GRAŻYNA MĘŻYK;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 26A lok. 10;wpis wykreślony
1815;368681590;F;MAR-ART MARLENA WYSOCKA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 22 lok. 15;wpis wykreślony
1816;021124415;P;"""JACZYK SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 26 lok. 22;wpis wykreślony
1817;022321508;F;MACIEJ BEBEL;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 3 lok. 5;wpis wykreślony
1818;93119565500024;LF;GOSPODARSTWO ROLNE WOJCIECH WACHOWIAK;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 39 lok. 22;wpis wykreślony
1819;931119016;P;"""ASD ANGER'S SOHNE DEITER"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 26A lok. 6;wpis wykreślony
1820;36651329100019;LF;AZ Najem Alicja Waszak;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 19 lok. 10;wpis wykreślony
1821;931983364;F;ANNA TUSZYŃSKA ATN;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-540;Wrocław;ul. Orzechowa 20;wpis wykreślony
1822;02062604300026;LF;AGNIESZKA WŁADYKA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 2;wpis wykreślony
1823;930411163;F;TAKSÓWKA OSOBOWA STANISŁAW BOROŃCZYK;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 39 lok. 47;wpis wykreślony
1824;005981422;F;"ANDRZEJ DORYWAŁA ""DOR"" EXPORT-IMPORT PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWO-USŁUGOWE";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-560;Wrocław;ul. Dusznicka 12;----------------
1825;005981422;F;GOSPODARSTWO ROLNE;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-560;Wrocław;ul. Dusznicka 12;----------------
1826;00598142200022;LF;GOSPODARSTWO ROLNE;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-560;Wrocław;ul. Dusznicka 12;----------------
1827;020020607;F;KAAZ JACEK;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-560;Wrocław;ul. Dusznicka 8A lok. 2;----------------
1828;021857247;F;Biproskal - Laboratorium Badania Skał i Kruszyw Krzysztof Szczudło;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-560;Wrocław;ul. Dusznicka 11;----------------
1829;382779467;F;SPECJALISTYCZNA PRAKTYKA LEKARSKA KAROLINA KAAZ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-560;Wrocław;ul. Dusznicka 8A lok. 1;----------------
1830;930504551;F;"F.H.""WĘGRZYNOWSKI"" WĘGRZYNOWSKI ZBIGNIEW";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-560;Wrocław;ul. Dusznicka 14;----------------
1831;931040711;P;"""SALOMON"" PRZEDS.PROD.-HANDL.-USŁ. S.C. LASTA TADEUSZ,SIERSZEŃ JÓZEF";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-560;Wrocław;ul. Dusznicka 9;----------------
1832;930743907;F;"""ERU"" MOGILNICKA ASTRID";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-560;Wrocław;ul. Dusznicka 3 A;wpis wykreślony
1833;930117185;F;SMARZEWSKA KRYSTYNA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-560;Wrocław;ul. Dusznicka 10;wpis wykreślony
1834;005963660;F;JOLANTA SKUBISZ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-560;Wrocław;ul. Dusznicka 16;wpis wykreślony
1835;932017536;F;"""PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE"" CHOPTOWA BOŻENA";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-560;Wrocław;ul. Dusznicka 14;wpis wykreślony
1836;006326292;F;"""MAK"" LASKA TADEUSZ";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-560;Wrocław;ul. Dusznicka 9;wpis wykreślony
1837;930867288;F;KONAT ROMAN;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-560;Wrocław;ul. Dusznicka 16;wpis wykreślony
1838;932979442;F;LASKA ALICJA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-560;Wrocław;ul. Dusznicka 9;wpis wykreślony
1839;930799374;F;"""PRO DOMO"" KOWALSKI BOGUSŁAW";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-560;Wrocław;ul. Dusznicka 5;wpis wykreślony
1840;932967597;F;"""PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE"" LISOWSKI KRZYSZTOF";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-560;Wrocław;ul. Dusznicka 7 lok. 1;wpis wykreślony
1841;021227960;F;"ROBERT OZDOBA ZAKŁAD ELEKTROINSTALACYJNY ""OLA""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-560;Wrocław;ul. Dusznicka 8;wpis wykreślony
1842;930174125;F;WEYNA EUGENIUSZ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-560;Wrocław;ul. Dusznicka 11;wpis wykreślony
1843;931146102;F;"""AWBUD"" WĘGRZYNOWSKA ANNA";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-560;Wrocław;ul. Dusznicka 14;wpis wykreślony
1844;932882174;F;BLACHARSTWO SAMOCHODOWE SMARZEWSKI ANDRZEJ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-560;Wrocław;ul. Dusznicka 10;wpis wykreślony
1845;006022149;F;ZAKŁAD OGÓLNOBUDOWLANY NAWROCKI EDWARD;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-560;Wrocław;ul. Dusznicka 14;wpis wykreślony
1846;021315210;F;"ANDRZEJ SZEWCZYK ""ANDJ BUD""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-560;Wrocław;ul. Dusznicka 7 lok. 2;wpis wykreślony
1847;932882180;F;USŁUGI BLACHARSKO LAKIERNICZE KRZANOWSKI IRENEUSZ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-560;Wrocław;ul. Dusznicka 10;wpis wykreślony
1848;000989086;P;"SPÓŁDZIELNIA MIESZKANIOWA ""OAZA""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-456;Wrocław;ul. Dworcowa 16A;----------------
1849;020000556;P;"STOWARZYSZENIE MIŁOŚNIKÓW KULTURY ROSYJSKIEJ ""ARBAT"" WE WROCŁAWIU";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-456;Wrocław;ul. Dworcowa 14 lok. 21;----------------
1850;020174411;P;PH PARFUMES GROUP S.C.;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-456;Wrocław;ul. Dworcowa 14 lok. 13;----------------
1851;020195198;F;PHOBOS MICHAŁ BORKOWSKI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-456;Wrocław;ul. Dworcowa 4 lok. 4;----------------
1852;020274360;P;SKŁADNICA AKT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-456;Wrocław;ul. Dworcowa 10;----------------
1853;020381854;F;KALINA KOMOROWSKA-KUBAŚ USŁUGI PSYCHOLOGICZNE;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-456;Wrocław;ul. Dworcowa 23 lok. 5;----------------
1854;020635622;F;Karolina Przybysz;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-456;Wrocław;ul. Dworcowa 26 lok. 1;----------------
1855;020847583;F;MICHAŁ WRÓBEL IKUPUJ.PL;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-456;Wrocław;ul. Dworcowa 12 lok. 3;----------------
1856;020849062;F;FIZJO-AKTIV LESZEK ZALIŃSKI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-456;Wrocław;ul. Dworcowa 6 lok. 6;----------------
1857;021071430;F;PAWEŁ ŁUKASIEWICZ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-456;Wrocław;ul. Dworcowa 25 lok. 5;----------------
1858;021071498;F;MARCIN WYSOCKI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-456;Wrocław;ul. Dworcowa 25 lok. 5;----------------
1859;021097380;F;PRYM BUD ZBIGNIEW SUCH;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-456;Wrocław;ul. Dworcowa 7B;----------------
1860;021128910;P;FUR-JA SPÓŁKA CYWILNA ADAM FURGAŁA, MARCIN MULLERT;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-456;Wrocław;ul. Dworcowa 6;----------------
1861;02115281900023;LF;"Pracownia krawiecka ""STYL"" Agnieszka Zimna";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-456;Wrocław;ul. Dworcowa 28/32;----------------
1862;021280500;P;ZAKŁAD ELEKTRYCZNY I TELETECHNICZNY SPÓŁKA AKCYJNA W ORGANIZACJI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-456;Wrocław;ul. Dworcowa 30 lok. 5;----------------
1863;021327897;P;"""SPEED WYPOŻYCZALNIA SAMOCHODÓW"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALOŚCIĄ W ORGANIZACJI";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-456;Wrocław;ul. Dworcowa 30 lok. 5;----------------
1864;021338151;P;WIKI.PL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W ORGANIZACJI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-456;Wrocław;ul. Dworcowa 30 lok. 5;----------------
1865;021338168;P;INTIM DISTRIBUTION SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W ORGANIZACJI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-456;Wrocław;ul. Dworcowa 30 lok. 5;----------------
1866;021338174;P;MAGNA CART DISTRIBUTION SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W ORGANIZACJI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-456;Wrocław;ul. Dworcowa 30 lok. 5;----------------
1867;021339334;P;EXPORUR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W ORGANIZACJI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-456;Wrocław;ul. Dworcowa 30 lok. 5;----------------
1868;021339357;P;CENTRUM DYSTRYBUCJI PRODUKTÓW REGIONALNYCH SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W ORGANIZACJI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-456;Wrocław;ul. Dworcowa 30 lok. 5;----------------
1869;021339363;P;MAGNA CART SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W ORGANIZACJI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-456;Wrocław;ul. Dworcowa 30 lok. 5;----------------
1870;021339392;P;CLAUDI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-456;Wrocław;ul. Dworcowa 30 lok. 5;----------------
